도로코드,도로명,전체 유동인구,남성 유동인구,여성 유동인구,10대 유동인구,20대 유동인구,30대 유동인구,40대 유동인구, 50대 유동인구, 60대 이상 유동인구
000001,가락로16길,808,519,289,0,61,161,186,242,157
000002,가락로28길,22566,10890,11676,1946,4131,4107,3632,4475,4274
000003,가락로36길,24474,13091,11383,2515,5000,4719,4673,4066,3500
000004,가로공원로76길,52398,25529,26869,2807,9052,10856,9850,10152,9683
000005,가마산로12길,30442,17155,13286,551,5549,6649,6369,6437,4887
000006,가마산로15길,23289,13271,10018,496,4440,5039,4862,4861,3591
000007,가마산로61길,35613,18806,16808,1821,6879,5940,7590,7587,5795
000008,가마산로88길,20567,11696,8871,2385,3750,3467,3436,4105,3423
000009,가마산로89길,20868,10507,10360,2369,3831,3311,4034,3990,3332
000010,가산로3길,39419,24166,15254,36,11541,10586,7335,6651,3270
000011,가산로5길,19112,11512,7600,10,6660,5276,2908,2844,1414
000012,가산로7길,12771,7736,5035,53,3910,3649,2173,1912,1074
000013,가재울로14길,769,769,0,0,0,81,267,349,73
000014,가재울로4길,36032,19580,16452,1494,7898,6695,6623,7364,5958
000015,가재울로6길,51942,28280,23662,2773,12045,9214,9281,10145,8485
000016,가좌로11길,46998,24864,22134,1843,9171,10109,8140,9909,7826
000017,가좌로6길,42086,22133,19953,3956,5946,8753,8255,7992,7184
000018,가좌로7길,111189,55382,55808,11659,18647,21783,19773,21611,17718
000019,가좌로7다길,71990,35022,36968,7366,13381,14098,12488,13379,11278
000020,가좌로9길,60621,30647,29975,4197,11494,10798,11389,12118,10627
000021,갈현로1길,25399,13026,12373,1205,4581,6074,4709,4804,4025
000022,갈현로23길,76439,34142,42297,10347,13085,13665,13850,12955,12537
000023,갈현로29길,68071,30760,37311,14064,12207,12465,10928,9602,8805
000024,갈현로33길,58638,27412,31226,13104,9775,9748,8522,9325,8163
000025,갈현로37길,39226,19789,19438,5736,8707,7070,6227,6040,5447
000026,갈현로3길,27504,13770,13734,1483,4157,6637,5660,5220,4346
000027,갈현로41길,17609,9049,8560,996,4499,3446,2449,2479,3740
000028,갈현로45길,42649,21575,21074,2546,8956,7863,7599,8047,7637
000029,갈현로4길,84222,41115,43107,8739,16477,16394,15527,14635,12451
000030,강남대로107길,8261,4455,3806,411,2190,2045,1593,1216,807
000031,강남대로83길,16463,8694,7769,372,5553,5070,2253,1894,1322
000032,강남대로89길,70246,36566,33680,3981,26050,18471,10601,6543,4599
000033,강남대로8길,152433,86311,66122,3659,27838,40517,32908,28352,19159
000034,강남대로97길,4072,2229,1843,102,1025,1290,814,561,280
000035,강동대로9길,16990,8479,8510,829,3029,3561,3336,3115,3119
000036,강서로17다길,109915,52828,57086,3729,20109,26032,19493,19769,20783
000037,강서로18길,63957,29441,34516,2792,15919,15264,11155,9727,9100
000038,강서로18다길,45042,21413,23629,3093,10356,9373,8153,6750,7318
000039,강서로39길,34212,16448,17764,2456,7531,7316,5395,6073,5440
000040,강서로45길,78941,36023,42918,12671,13645,14063,14735,12801,11027
000041,강서로47가길,28754,12137,16617,4679,4272,4591,6701,5036,3475
000042,강서로47길,38619,17342,21277,6368,6380,6645,8881,6019,4326
000043,강서로48길,35636,16984,18652,6893,5512,6271,7063,5969,3928
000044,강서로5나길,157220,82032,75189,7070,38170,37984,27529,25465,21003
000045,강서로74길,5715,2918,2797,64,2586,1720,699,451,196
000046,강서로8길,174499,88740,85759,10947,35697,40913,30358,30392,26193
000047,개봉로2길,33035,16196,16839,2061,5035,6474,6523,6607,6336
000048,개봉로3길,68540,37043,31497,3915,9872,15325,13668,12400,13359
000049,개운사2길,11671,6088,5583,2387,5493,1244,807,1058,681
000050,개포로109길,3240,1714,1526,137,413,632,764,697,598
000051,개포로82길,10111,5072,5039,751,1689,1426,2107,2235,1902
000052,거북골로16길,18666,9112,9555,949,3284,3717,3512,3793,3411
000053,거북골로20길,95362,47785,47577,9242,17060,16725,18474,17151,16709
000054,거북골로23길,4690,2955,1735,79,830,1359,965,808,649
000055,거북골로2길,2084,1454,629,126,136,317,598,612,295
000056,겸재로9길,17272,8764,8508,1244,2791,2772,3149,4318,2999
000057,경기대로9길,48663,24911,23752,4971,16435,7931,7511,6520,5294
000058,경동시장로12길,39779,22238,17541,351,4555,5154,5605,9796,14319
000059,경인로112길,25475,14894,10580,747,9856,5574,3492,3628,2178
000060,경인로22길,57094,28352,28742,3902,14610,13967,7591,7925,9099
000061,경인로35길,39048,21092,17956,1616,7185,6765,6254,9103,8126
000062,경인로40길,17014,8399,8615,1239,3747,3484,2780,3070,2692
000063,경인로47길,95701,58692,37009,16708,36724,12521,11534,10655,7559
000064,경인로47다길,10759,5684,5075,796,2238,1478,1627,2098,2522
000065,경인로59길,37551,16935,20616,3098,6706,8413,7625,6251,5457
000066,경인로76길,8589,5462,3127,89,1854,2098,1540,1667,1341
000067,경인로90길,13167,8144,5023,10,2857,4472,2931,1754,1142
000068,경희궁3나길,3883,1562,2321,142,673,857,921,738,553
000069,경희대로1길,31998,15792,16206,3655,16030,4536,2877,2544,2357
000070,경희대로3길,20754,9555,11199,1277,7066,3452,2698,2883,3377
000071,경희대로4길,101892,48868,53023,13232,52876,12806,8737,7664,6577
000072,경희대로6길,229885,99594,130291,35460,112276,24916,20200,19031,18003
000073,고덕로10길,23291,11967,11324,1063,4289,5470,4596,4445,3427
000074,고산자로14길,77069,35326,41743,4307,28959,17322,10969,9405,6106
000075,고산자로16길,15032,7522,7510,693,5205,3073,2260,2149,1652
000076,고산자로2길,1855,1029,825,73,571,534,384,193,99
000077,고산자로31길,13666,6709,6958,1440,4629,2396,1784,1771,1646
000078,고산자로50길,2934,1597,1337,377,565,465,509,586,432
000079,고산자로52길,19019,10144,8875,605,4248,3600,2406,3635,4525
000080,고산자로60길,6948,3855,3092,524,2617,1267,817,871,852
000081,고산자로6길,34138,17057,17081,2516,7170,7602,6341,5651,4857
000082,고산자로8나길,140686,74686,66000,12458,44633,25873,20490,20060,17172
000083,고척로21나길,9017,4256,4761,165,1371,1520,1671,2296,1994
000084,고척로27길,72986,37128,35857,3477,14674,13168,14157,15702,11808
000085,고척로31길,34588,17942,16646,2006,7498,6113,6215,7663,5093
000086,고척로33길,33792,17456,16336,1892,7204,6045,6211,7428,5012
000087,고척로33라길,18308,8960,9348,681,3014,3783,3592,3673,3566
000088,고척로3길,27465,13781,13685,129,5453,5633,5440,5535,5275
000089,고척로52길,35531,19439,16092,1362,7221,7289,5929,7257,6473
000090,곰달래로19길,109156,52648,56508,5056,23822,26643,18292,17546,17797
000091,곰달래로31가길,54126,25608,28518,3304,9991,12356,9519,10020,8936
000092,곰달래로31길,183404,88392,95011,10837,45933,42065,29855,27807,26907
000093,곰달래로35길,51380,23653,27727,2281,11242,13548,9375,8125,6808
000094,곰달래로60길,29391,15476,13914,2073,6504,5915,5449,5356,4094
000095,공릉로12가길,20352,12541,7811,5109,4795,2355,3165,2688,2240
000096,공릉로12길,31096,16344,14752,432,4776,6127,5604,7222,6936
000097,공릉로2길,36845,17644,19201,2050,7123,7237,7000,6300,7135
000098,공릉로2나길,24744,12094,12651,1426,5117,5472,4463,4399,3868
000099,공릉로34길,53491,27621,25871,4853,17292,9649,8206,7883,5609
000100,공릉로42길,42443,22868,19575,4310,13479,7569,6596,6286,4202
000101,공릉로58가길,27645,13268,14378,3042,6111,4463,4723,5145,4159
000102,공릉로59나길,41484,20830,20654,5628,9948,5997,6659,7096,6155
000103,공릉로65길,43590,21910,21680,5990,10765,6156,6826,7379,6473
000104,공항대로41길,41019,20053,20966,3819,8042,8033,7025,7205,6894
000105,공항대로42길,7911,3726,4185,810,1370,1502,1674,1319,1236
000106,공항대로45길,54080,29302,24778,1791,13481,13903,9349,9072,6485
000107,공항대로55길,15189,7603,7585,203,4166,4525,2419,2276,1600
000108,공항대로61길,68496,34999,33497,2874,16114,18046,11718,11014,8730
000109,공항대로7길,39006,21239,17767,3365,8653,7385,6745,7138,5719
000110,관악로11길,104108,53147,50961,4326,46873,20161,12294,10948,9506
000111,관악로14길,112985,57464,55520,6861,50746,22117,12493,11263,9505
000112,관악로24길,23084,10546,12538,1160,4828,4575,4086,4061,4373
000113,관악로28길,25984,12101,13883,1333,5481,5384,4399,4529,4859
000114,관악로37길,13161,6622,6539,658,2676,2759,2328,2423,2316
000115,관천로11길,134340,71036,63305,4374,41604,28644,19437,20915,19366
000116,광나루로11길,81422,45127,36296,1699,25743,18156,13041,12802,9981
000117,광나루로12길,31766,17579,14187,840,14958,6133,4395,3543,1897
000118,광나루로37길,56276,29835,26440,3731,10885,13819,9811,10147,7883
000119,광나루로56길,1138,466,671,136,191,189,290,245,86
000120,광성로4길,10867,6140,4727,1368,5911,1268,1024,881,416
000121,광운로2길,13721,8354,5367,2239,6214,1087,1355,1213,1613
000122,광운로3길,100135,67375,32760,26800,47283,6686,8244,5734,5388
000123,광평로10길,23,11,12,1,2,4,6,4,6
000124,광평로19길,1199,604,594,64,142,288,236,222,247
000125,광평로47길,3625,1940,1685,202,632,944,639,563,646
000126,구로동로13길,23940,13183,10757,15,2451,4920,5013,6992,4549
000127,구로동로28길,68286,35802,32484,802,10215,13135,14183,15786,14165
000128,구로동로29길,66651,33996,32656,353,9615,13390,13463,16441,13391
000129,구로동로35길,27105,15230,11875,466,4985,5842,5688,5788,4336
000130,구로동로38길,15632,8366,7266,452,3358,3232,3152,3064,2375
000131,구로동로42길,25700,13351,12350,502,4963,5209,5630,5296,4101
000132,구로중앙로19길,32927,19946,12981,15,5929,6948,7797,8344,3895
000133,구로중앙로28길,79767,41734,38033,2433,15230,16945,15703,16099,13357
000134,구로중앙로7길,20686,11267,9419,790,3267,4099,4340,4459,3732
000135,구로중앙로8길,52860,28661,24199,1166,8389,10425,10166,12661,10055
000136,구암길,16894,8203,8691,2075,2654,3444,3431,2653,2636
000137,구일로10길,12376,6684,5692,1475,2248,3337,2249,1974,1093
000138,구일로4길,2761,1233,1527,186,370,757,554,585,308
000139,국제금융로7길,9215,4793,4422,1175,1554,1922,1677,1456,1430
000140,국회단지길,109228,57527,51701,6639,23245,22321,18267,19816,18940
000141,국회대로52길,14880,8741,6139,8,4282,4434,2644,1878,1634
000142,국회대로53길,42469,21652,20818,1355,12837,12033,6987,5138,4119
000143,국회대로54길,32349,19795,12553,354,8691,8289,5533,5256,4226
000144,금낭화로23길,3862,1996,1867,303,670,844,742,690,613
000145,금하로11길,30984,16172,14812,1524,6498,5587,5301,6687,5388
000146,금하로14길,31315,16353,14962,1814,6401,5556,5596,6333,5616
000147,금하로1가길,13766,7419,6346,1216,1993,2942,3123,2598,1893
000148,금하로23가길,2919,1507,1412,79,521,520,556,713,530
000149,금하로24길,15914,8057,7857,1104,2992,2974,2889,3371,2584
000150,금호로13길,37586,17451,20135,2864,6269,8688,7119,6260,6386
000151,금호로1길,16577,7950,8627,919,2568,3829,2793,2932,3537
000152,금호산2길,72518,34837,37681,4808,13369,14907,11879,13166,14389
000153,길음로13길,19810,8396,11414,2448,2082,4760,5490,2514,2515
000154,길음로7길,32625,14780,17845,2398,6012,6722,5931,5473,6089
000155,까치산로10길,20732,10319,10413,2191,3645,4968,4153,3096,2678
000156,까치산로12길,6971,3643,3328,689,1159,1949,1237,1017,919
000157,나루터로4길,9137,4025,5112,565,1257,2327,1875,1544,1568
000158,낙산성곽서길,7225,4279,2945,681,2858,748,984,1114,840
000159,낙성대역10길,22753,11536,11218,858,7762,5314,3680,2203,2936
000160,낙성대역3길,60723,32243,28480,3495,24755,13499,7525,6135,5313
000161,난계로29길,138694,78311,60384,5624,27261,24412,23326,30010,28061
000162,난계로30길,11571,6643,4929,224,2327,2821,2197,1930,2071
000163,난곡로11길,8824,4690,4135,426,1190,1338,2154,1650,2067
000164,난곡로16길,2971,1106,1866,551,151,467,510,973,319
000165,난곡로24길,9669,4978,4691,626,1600,1482,1905,2245,1811
000166,난곡로26길,22389,13277,9113,520,5727,3533,4470,4004,4135
000167,난곡로30길,28082,15880,12201,1692,6032,5361,4720,5973,4304
000168,난곡로34길,72636,38153,34483,6394,13901,12523,12067,15197,12553
000169,난곡로35길,79834,43039,36795,6787,16025,14509,13024,16654,12834
000170,난곡로63가길,24990,11820,13170,1324,6391,5573,4135,4156,3411
000171,난곡로63길,29126,14761,14365,1215,6692,6250,4805,5675,4489
000172,난곡로66길,58745,33073,25672,3300,17044,12061,9062,9989,7289
000173,난곡로75길,18650,9786,8865,488,5765,3967,3023,3041,2366
000174,난곡로78길,66827,34084,32743,1347,22001,14869,10300,9772,8537
000175,난우10길,30269,15073,15196,2674,5276,5133,5826,6639,4721
000176,난우길,92358,45550,46808,9118,16420,15215,16864,18993,15748
000177,난향12길,94,52,42,1,2,4,15,22,49
000178,난향2길,8616,4517,4099,487,1217,1362,2083,1576,1891
000179,난향길,11726,6150,5576,625,1522,1682,3003,2202,2692
000180,남부순환로124길,24082,12163,11919,763,4509,5662,4160,5191,3797
000181,남부순환로130길,16121,8143,7977,474,3402,3105,3021,3524,2595
000182,남부순환로144길,32606,15735,16871,1377,8707,7499,5150,5435,4439
000183,남부순환로145길,25236,13898,11339,1019,7058,5460,3780,4410,3509
000184,남부순환로149길,87448,48508,38940,4530,25157,17835,13657,15133,11135
000185,남부순환로151길,51237,27405,23832,1820,14502,10252,8352,9326,6984
000186,남부순환로153길,35425,18283,17143,758,9806,6954,6003,6759,5145
000187,남부순환로159길,41943,22045,19898,1135,11866,8205,6595,7547,6595
000188,남부순환로163가길,33108,17110,15998,1683,9841,7251,4246,4990,5097
000189,남부순환로170길,122369,61241,61128,4837,42485,27222,15188,16768,15868
000190,남부순환로190길,11340,6135,5205,0,5172,3069,1256,747,1095
000191,남부순환로191길,82789,42507,40282,4246,36797,16642,9102,8294,7708
000192,남부순환로198길,12102,6262,5840,518,3143,2668,1740,2018,2015
000193,남부순환로19길,5015,3962,1053,34,1640,774,924,1090,554
000194,남부순환로208길,158777,74553,84224,7824,34697,27321,25153,29992,33790
000195,남부순환로209길,30999,15387,15612,397,7313,7203,4966,5082,6038
000196,남부순환로230길,241481,120597,120885,13731,104049,49058,27743,24859,22041
000197,남부순환로234길,33443,17275,16168,1293,14905,6853,3579,3616,3196
000198,남부순환로248길,42914,21769,21145,1887,13154,9358,6331,6717,5467
000199,남부순환로256라길,3224,1537,1686,109,584,1156,561,339,474
000200,남부순환로272길,112010,58647,53362,3771,34692,23888,16284,17240,16135
000201,남부순환로317길,34894,17714,17180,2153,9174,8012,6893,5495,3166
000202,남부순환로323길,48539,25127,23412,2024,10800,11756,9815,8066,6078
000203,남부순환로333길,16928,9945,6983,214,3421,4669,3718,2479,2427
000204,남부순환로337가길,21553,12137,9415,446,4225,5413,4894,3459,3117
000205,남부순환로350길,56893,29514,27379,1572,14254,13132,10071,8558,9306
000206,남부순환로356길,61269,35216,26053,1719,14435,15128,10900,9082,10004
000207,남부순환로40길,39488,21533,17954,2014,7404,7311,7380,8249,7130
000208,남부순환로59길,21383,10412,10971,843,3578,3725,4359,4543,4335
000209,남부순환로70길,20228,11130,9098,1421,3975,3281,3914,4266,3371
000210,남부순환로95길,18934,9257,9677,1459,3930,3678,3213,3168,3487
000211,남부순환로97길,16243,7964,8279,1081,3173,3564,2958,2741,2725
000212,남현2길,50994,26961,24033,2017,15453,12261,7347,7185,6730
000213,남현3길,82565,42100,40465,2947,24389,17860,12326,12588,12455
000214,남현4길,30569,16235,14334,1338,9208,6989,4445,4514,4075
000215,남현8길,13580,6809,6771,521,3232,3255,2193,2174,2205
000216,남현길,50174,25693,24481,1869,13377,12134,7737,7622,7435
000217,노량진로6길,63458,36226,27232,2124,23554,11517,8520,9429,8314
000218,노량진로8길,81115,47117,33998,6470,37517,13730,8715,8241,6443
000219,노원로1길,25695,11806,13889,3546,5865,3653,5152,4229,3250
000220,노해로11길,18709,9887,8821,1141,7751,3334,2627,2215,1641
000221,노해로17길,25130,12649,12481,764,6605,4406,4594,4644,4117
000222,노해로33길,53675,24694,28981,4143,11775,9052,9824,9951,8930
000223,노해로35길,17530,8020,9510,1476,3934,2798,3295,3249,2778
000224,노해로41길,28331,13240,15092,1999,5794,5461,5301,4726,5050
000225,노해로65길,8770,4335,4436,633,2597,1879,1505,1324,833
000227,노해로70길,698,343,355,55,119,117,113,179,116
000228,노해로8가길,46680,25235,21445,3422,18523,8535,6353,5498,4350
000229,녹사평대로26길,31384,15247,16137,744,13901,7646,3837,2973,2284
000230,녹사평대로40길,59729,27365,32364,1804,29650,14831,6598,3894,2953
000231,녹사평대로46가길,53515,25194,28321,1699,20923,14783,7645,4704,3761
000232,녹사평대로46길,53853,25401,28453,2139,19218,15146,8356,4710,4285
000233,논현로5길,16820,9443,7378,335,3347,3881,3539,2846,2873
000234,논현로8길,32451,17025,15425,1924,5336,5795,6534,6728,6134
000235,능동로19길,61947,34130,27816,5238,32518,9308,5610,5743,3529
000236,능동로35길,2001,1073,927,1,918,623,233,165,62
000237,능동로4길,27939,14099,13840,2463,5220,5313,5293,5491,4159
000238,다동길,13266,7724,5542,138,3426,4016,3110,1733,842
000239,다산로14길,51600,23734,27866,2724,10777,11479,8112,9154,9354
000240,다산로29길,44544,22316,22228,916,9644,8310,9017,10109,6547
000241,다산로33길,74140,40314,33826,3540,18823,16254,13821,13766,7938
000242,다산로36길,77445,40433,37012,2923,19966,18035,14805,13566,8151
000243,다산로42나길,18361,10317,8044,652,4492,4098,3451,3278,2390
000244,다산로44길,44010,22756,21254,1612,9703,9388,7339,8628,7342
000245,다산로8길,84330,43306,41024,4495,20891,17818,14190,13310,13626
000246,답십리로21길,41725,23417,18308,1028,6662,6517,7346,9281,10890
000247,답십리로30길,32510,15876,16634,1311,7191,7613,6315,5226,4853
000248,답십리로51길,9501,4722,4779,558,1928,1820,1705,2162,1329
000249,답십리로52길,16690,7935,8755,352,2737,3010,2970,4207,3414
000250,답십리로56길,29521,15293,14227,641,5102,5097,5846,6805,6029
000251,답십리로65길,58197,30200,27997,2728,10988,11775,11929,11184,9594
000252,답십리로66길,65962,35100,30862,1241,13298,16296,12692,13372,9063
000253,답십리로68길,61056,30913,30143,1422,13036,16702,11959,10783,7153
000254,답십리로69가길,4701,2385,2317,80,855,1023,1015,935,794
000255,답십리로72길,32127,16408,15719,1997,6768,7624,6359,4884,4496
000256,당곡2가길,8634,4216,4418,490,1993,2015,1580,1361,1195
000257,당곡6길,51165,24169,26996,2575,12188,12106,9264,8103,6929
000258,당곡길,49866,25049,24817,3008,11376,11439,8930,7757,7356
000259,당산로10길,14431,7620,6811,224,2982,3373,2796,2742,2314
000260,당산로14길,11827,6487,5340,67,2781,2701,2171,2314,1792
000261,당산로16길,24056,13662,10394,371,6074,5584,4128,4489,3410
000262,당산로18길,25378,14831,10547,675,6790,5437,4246,4741,3487
000263,당산로28길,18898,10425,8472,388,3946,4220,3501,3863,2980
000264,당산로31길,38808,20886,17921,603,8385,9743,8068,6647,5362
000265,당산로32길,5234,3025,2209,198,1224,1212,938,953,709
000266,당산로37길,30018,15054,14964,1513,6980,7937,5248,4632,3707
000267,당산로38길,58536,30773,27763,2856,14870,15331,9581,8869,7029
000268,당산로44길,6467,2948,3520,440,2120,1590,1037,671,610
000269,당산로45길,39878,21126,18752,2334,13609,8396,5655,5762,4124
000270,당산로48길,47642,26427,21215,1344,13832,11174,7267,7540,6484
000271,당산로52길,58615,31362,27253,1238,16142,13030,9256,9879,9069
000272,대림로22길,26561,13504,13057,213,4613,5052,5277,6500,4907
